0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,DSL,Fiber optic,NoInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
294,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,19.70,220.35,0
295,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,20.25,20.25,0
296,0,0,1,1,71,1,0,0,1,0,0,0,1,0,0,0,0,76.05,5436.45,0
297,1,1,1,0,35,1,1,0,1,0,0,0,1,0,1,1,1,100.80,3437.50,0
298,1,0,1,1,40,1,1,1,0,0,0,0,1,0,1,1,1,74.55,3015.75,0
299,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,73.60,73.60,1
300,1,0,0,0,23,1,0,1,0,0,0,0,0,0,1,1,1,64.90,1509.80,0
301,0,1,0,0,4,1,1,0,1,0,0,0,0,0,1,1,1,95.45,396.10,1
302,1,0,0,0,4,1,0,0,1,0,0,0,1,1,0,1,1,90.40,356.65,0
303,0,0,1,1,68,0,0,1,0,0,0,1,1,1,1,1,0,60.30,4109.00,0
304,1,0,0,1,38,1,1,0,1,0,0,1,0,0,0,0,1,81.85,3141.70,0
305,1,0,1,1,52,1,1,0,0,1,0,0,0,0,0,0,0,24.80,1229.10,0
306,1,1,1,0,32,1,1,0,1,0,0,0,0,0,0,0,1,74.90,2303.35,1
307,1,0,1,1,29,1,0,1,0,0,0,0,1,1,1,1,0,75.55,2054.40,0
308,1,1,1,1,38,1,1,0,1,0,0,1,0,0,1,1,0,101.15,3741.85,0
309,1,0,0,1,48,1,1,1,0,0,1,0,1,0,1,1,1,78.75,3682.45,0
310,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,19.25,19.25,0
311,0,0,0,0,22,1,0,0,1,0,1,0,0,1,0,1,1,89.05,1886.25,0
312,0,0,0,0,43,1,1,0,1,0,1,1,1,1,1,1,0,115.05,4895.10,0
313,0,1,1,0,5,1,0,0,1,0,0,0,0,0,0,0,1,69.35,341.60,0
314,1,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,1,80.60,415.55,1
315,1,0,1,1,51,1,1,0,1,0,1,1,0,1,1,1,0,110.05,5686.40,0
316,1,0,0,0,71,1,0,0,0,1,0,0,0,0,0,0,1,19.90,1355.10,0
317,0,0,1,1,38,1,0,1,0,0,1,1,0,1,1,1,0,80.30,3058.65,1
318,1,1,1,0,24,1,0,0,1,0,0,0,1,0,1,1,1,93.15,2231.05,1
319,1,0,1,0,35,1,1,0,1,0,0,0,0,1,1,0,1,91.50,3236.35,0
320,0,1,0,0,54,1,1,1,0,0,1,1,0,1,1,1,0,82.45,4350.10,1
321,0,0,1,1,72,0,0,1,0,0,0,1,1,1,1,1,1,60.00,4264.00,0
322,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,44.80,44.80,0
323,0,0,1,1,9,1,0,1,0,0,1,0,0,0,0,0,0,48.60,422.30,0
324,1,0,0,0,69,0,0,1,0,0,1,1,0,1,1,1,1,60.05,4176.70,0
325,0,0,1,0,52,1,1,0,1,0,0,1,0,1,1,1,1,102.70,5138.10,0
326,0,1,1,0,11,1,0,0,1,0,0,0,0,1,1,0,1,82.90,880.05,0
327,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,70.35,139.05,1
328,0,1,1,1,28,0,0,1,0,0,0,0,0,0,1,0,1,35.90,973.65,0
329,0,1,0,0,17,1,1,0,1,0,0,0,1,0,0,0,1,82.65,1470.05,0
330,0,0,1,1,35,1,0,0,0,1,0,0,0,0,0,0,1,19.85,739.35,0
331,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,1,19.20,161.95,0
332,1,0,0,0,46,1,1,0,1,0,0,1,1,0,1,0,1,94.90,4422.95,0
333,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1,73.85,511.25,1
334,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,80.60,155.80,1
335,1,0,1,1,68,1,1,1,0,0,0,1,1,1,0,1,1,75.80,5293.95,1
336,0,0,0,0,43,1,1,0,1,0,0,1,1,0,1,1,1,104.60,4759.85,1
337,0,0,0,0,68,1,1,1,0,0,1,1,1,1,1,1,1,88.15,6148.45,0
338,0,0,0,0,36,1,0,0,1,0,0,1,0,0,1,1,1,94.80,3565.65,0
339,1,0,1,0,63,1,1,0,1,0,0,1,1,0,1,1,1,103.40,6603.00,1
340,0,1,0,0,32,1,0,1,0,0,0,1,0,1,0,0,0,54.65,1830.10,0
341,0,0,1,0,71,1,1,1,0,0,1,1,1,1,1,1,0,85.75,6223.80,0
342,0,0,1,1,66,1,1,1,0,0,1,1,1,0,0,0,1,67.45,4508.65,0
343,1,0,0,0,63,1,0,0,0,1,0,0,0,0,0,0,0,20.50,1328.15,0
344,0,0,0,1,41,1,0,0,0,1,0,0,0,0,0,0,1,20.25,865.00,0
345,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,72.10,72.10,0
346,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,90.40,168.20,1
347,0,0,1,0,70,1,0,0,0,1,0,0,0,0,0,0,0,19.45,1303.50,0
348,0,0,0,0,23,0,0,1,0,0,0,0,0,0,1,1,1,44.95,996.85,0
349,0,1,1,0,64,1,0,0,1,0,1,1,1,0,0,1,0,97.00,6430.90,0
350,1,0,1,1,37,1,1,1,0,0,1,0,1,1,0,0,1,62.80,2278.75,0
351,1,0,0,1,17,1,0,1,0,0,0,0,0,0,0,0,0,44.60,681.40,0
352,0,1,0,0,7,1,0,0,1,0,0,0,0,0,1,1,1,89.15,574.35,0
353,1,0,1,1,4,1,1,0,1,0,0,1,1,0,0,0,1,84.80,371.90,1
354,0,1,0,0,21,0,0,1,0,0,1,0,0,0,1,0,1,41.90,840.10,1
355,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,1,1,80.25,846.00,1
356,0,1,0,0,16,1,1,1,0,0,1,0,0,0,0,0,1,54.10,889.00,0
357,1,0,1,0,64,1,1,0,1,0,0,1,0,1,1,1,1,105.25,6823.40,0
358,1,1,1,0,27,0,0,1,0,0,1,0,0,0,0,0,0,30.75,805.10,1
359,1,0,1,1,42,1,1,0,1,0,1,0,0,0,1,1,0,97.10,4016.75,0
360,1,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,20.20,83.75,0
361,0,0,0,0,41,1,0,0,1,0,0,1,0,1,1,1,1,98.80,3959.15,0
362,1,0,1,0,58,1,0,1,0,0,0,0,1,0,0,0,0,50.30,2878.55,0
363,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,1,20.55,945.70,0
364,1,0,0,0,18,1,0,0,1,0,0,0,0,1,0,0,1,75.90,1373.05,0
365,1,0,0,0,5,1,0,0,1,0,0,0,1,0,1,1,0,96.50,492.55,1
366,1,0,1,0,23,1,0,1,0,0,1,0,0,0,0,1,1,59.95,1406.00,0
367,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.15,19.15,0
368,1,0,1,0,71,1,1,0,1,0,0,0,1,0,1,1,1,98.65,6962.85,0
369,1,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,112.60,8126.65,0
370,1,0,1,1,33,1,0,0,0,1,0,0,0,0,0,0,0,20.60,690.25,0
371,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,85.65,181.50,1
372,1,0,0,1,24,0,0,1,0,0,1,0,0,1,0,0,0,35.75,830.80,0
373,0,0,1,1,56,1,1,0,1,0,0,1,1,1,0,1,1,99.75,5608.40,0
374,1,0,0,0,37,1,0,0,1,0,0,1,0,0,1,1,1,96.10,3646.80,0
375,0,0,0,0,43,1,1,1,0,0,0,1,1,1,1,1,0,85.10,3662.25,0
376,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.35,25.35,0
377,0,0,1,0,25,1,1,0,1,0,0,0,1,1,1,1,1,104.95,2566.50,1
378,0,0,0,0,61,1,1,1,0,0,1,1,1,1,1,1,0,89.65,5308.70,0
379,1,0,0,0,17,1,1,0,1,0,0,0,1,1,0,0,0,86.75,1410.25,0
380,0,0,1,0,41,1,0,0,1,0,0,1,1,1,0,0,1,86.20,3339.05,0
381,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,50.65,50.65,1
382,1,1,1,1,72,0,0,1,0,0,1,1,1,1,1,1,1,64.80,4732.35,0
383,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,90.85,90.85,1
384,1,0,0,0,48,1,1,0,1,0,0,1,1,0,1,1,1,108.10,5067.45,0
385,1,1,1,0,11,1,0,0,0,1,0,0,0,0,0,0,0,19.95,214.75,1
386,0,1,1,0,55,1,1,0,1,0,0,1,1,0,0,0,1,85.45,4874.70,1
387,0,0,0,0,42,0,0,1,0,0,1,1,1,1,0,1,1,54.75,2348.45,0
388,1,0,0,0,44,1,1,0,1,0,0,0,1,0,0,1,1,90.40,4063.00,0
389,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,44.00,44.00,0
390,0,0,0,0,27,1,1,0,1,0,0,0,0,0,1,1,1,95.60,2595.25,0
391,1,1,1,0,27,1,1,1,0,0,0,1,1,1,1,1,1,84.80,2309.55,0
392,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,44.30,89.30,0
393,0,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,19.90,367.55,0
394,0,1,1,0,42,1,1,0,1,0,0,0,0,0,1,1,1,95.05,3944.50,0
395,0,0,0,0,66,1,1,1,0,0,1,1,1,1,1,1,1,90.05,5965.95,0
396,1,1,1,0,33,1,1,0,1,0,1,0,1,1,1,1,1,109.90,3694.70,0
397,0,0,0,0,34,1,0,0,1,0,0,1,0,0,0,0,1,73.95,2524.45,1
398,1,1,0,0,33,0,0,1,0,0,0,0,1,1,1,1,1,54.60,1803.70,0
399,0,0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,20.05,415.10,0
400,0,0,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,19.75,624.15,0
401,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,20.05,237.70,0
402,1,0,1,1,69,1,1,0,1,0,0,0,1,0,1,1,1,99.45,7007.60,1
403,0,0,1,0,68,1,0,1,0,0,1,0,0,1,0,0,0,55.90,3848.80,0
404,1,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,1,19.70,419.40,0
405,1,0,0,0,72,1,0,0,0,1,0,0,0,0,0,0,1,19.80,1468.75,0
406,1,0,1,1,60,1,1,0,1,0,1,0,1,0,1,0,1,95.40,5812.00,0
407,1,1,1,1,32,1,0,0,1,0,0,1,0,0,1,1,1,93.95,2861.45,0
408,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,19.90,19.90,1
409,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,19.60,19.60,1
410,1,1,0,0,3,1,1,0,1,0,0,1,0,0,0,0,1,81.35,233.70,1
411,0,0,1,0,46,1,1,0,0,1,0,0,0,0,0,0,1,24.45,1066.15,0
412,0,0,1,0,29,1,1,0,1,0,0,0,0,0,0,0,1,74.95,2149.05,0
413,1,0,0,0,51,1,1,0,1,0,0,1,1,1,0,0,1,87.35,4473.00,0
414,0,1,1,0,48,1,0,0,1,0,0,0,0,0,0,0,1,70.65,3545.05,0
415,0,0,1,1,16,1,0,0,1,0,0,1,0,0,0,0,0,73.25,1195.75,0
416,1,0,1,0,70,1,1,0,1,0,0,1,1,1,0,1,1,98.70,6858.90,0
417,0,0,1,1,40,1,1,0,0,1,0,0,0,0,0,0,1,24.80,1024.70,0
418,0,0,1,1,22,1,0,0,1,0,0,1,0,0,0,1,0,83.30,1845.90,1
419,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,75.30,75.30,1
420,0,0,1,1,5,1,1,0,0,1,0,0,0,0,0,0,1,24.30,132.25,0
421,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,69.85,515.45,0
422,1,0,0,1,29,1,1,0,1,0,0,1,1,1,0,1,0,100.55,2830.45,0
423,1,0,1,1,44,1,1,0,0,1,0,0,0,0,0,0,0,25.70,1110.50,0
424,0,0,0,0,10,0,0,1,0,0,1,1,1,0,0,0,0,40.70,449.30,0
425,0,1,1,0,55,1,1,1,0,0,0,0,0,0,0,0,0,51.65,2838.55,0
426,1,1,1,0,52,1,1,0,1,0,0,1,1,0,1,1,1,105.10,5376.40,0
427,0,0,1,1,10,1,1,0,1,0,0,0,0,0,0,1,0,85.95,858.60,0
428,1,0,0,0,18,1,1,0,1,0,0,0,0,0,0,0,1,75.60,1395.05,0
429,0,0,1,0,68,1,1,1,0,0,1,0,0,1,0,0,0,58.25,3975.70,0
430,0,0,1,1,61,1,0,0,0,1,0,0,0,0,0,0,1,19.40,1182.55,1
431,0,0,1,1,72,0,0,1,0,0,1,1,1,1,1,1,1,65.20,4784.45,0
432,1,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,53.45,119.50,0
433,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,45.40,518.90,1
434,1,0,1,0,41,1,0,0,0,1,0,0,0,0,0,0,1,19.75,899.45,0
435,0,0,0,0,26,0,0,1,0,0,0,0,1,1,1,0,1,44.45,1183.80,0
436,1,0,1,0,36,1,0,0,0,1,0,0,0,0,0,0,0,20.85,720.05,0
437,1,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,114.05,8468.20,0
438,1,0,1,0,35,1,1,0,1,0,0,0,0,1,0,1,1,89.85,3161.20,0
439,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,55.05,55.05,0
440,0,0,1,1,16,1,1,0,1,0,1,0,1,1,1,1,1,112.95,1882.55,0
441,0,1,0,0,49,1,1,0,1,0,1,0,0,0,1,1,0,101.55,5070.40,0
442,0,0,1,0,54,1,1,0,1,0,1,1,1,1,1,1,1,114.65,6049.50,0
443,0,0,0,1,18,1,1,1,0,0,1,0,0,0,0,1,0,64.80,1166.70,0
444,0,0,1,0,36,1,0,0,1,0,0,0,0,0,0,1,0,80.40,2937.65,0
445,0,0,0,0,60,1,1,0,1,0,0,1,1,0,1,1,1,105.90,6396.45,1
446,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,69.55,69.55,1
447,0,0,1,1,52,1,1,0,0,1,0,0,0,0,0,0,1,25.05,1270.25,0
448,1,0,1,1,8,1,0,0,1,0,0,0,1,0,1,1,1,94.75,759.55,0
449,1,0,1,1,72,1,0,0,1,0,1,1,0,1,1,1,0,105.50,7611.55,0
450,0,0,0,0,64,1,1,0,0,1,0,0,0,0,0,0,0,24.70,1642.75,0
451,0,1,0,0,22,1,0,1,0,0,1,0,1,1,0,1,1,69.75,1545.40,0
452,1,0,1,0,60,0,0,1,0,0,0,1,1,1,1,1,1,60.20,3582.40,0
453,0,0,1,1,28,1,0,0,1,0,0,0,0,0,0,1,1,81.05,2227.10,1
454,0,0,1,0,61,1,1,0,0,1,0,0,0,0,0,0,0,24.40,1417.90,0
455,0,0,0,0,24,1,1,0,1,0,0,1,1,0,1,1,1,104.15,2494.65,0
456,1,0,1,1,28,1,0,0,1,0,0,1,1,1,1,0,0,92.90,2768.35,0
457,0,0,1,1,30,1,0,1,0,0,0,1,1,1,1,1,0,80.80,2369.30,0
458,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,20.00,38.00,0
459,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,75.10,75.10,0
460,1,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,19.65,100.90,0
461,0,0,1,0,24,1,0,1,0,0,0,1,0,0,1,1,1,69.45,1614.05,0
462,1,0,1,1,4,1,1,0,1,0,0,0,1,0,1,1,0,101.15,385.90,1
463,1,0,0,0,7,1,1,0,1,0,0,1,0,0,1,1,1,99.80,673.25,1
464,1,1,1,0,72,1,1,0,1,0,1,1,1,1,1,1,1,116.05,8404.90,0
465,1,0,0,0,70,0,0,1,0,0,0,0,0,1,0,1,1,40.05,2799.75,0
466,1,1,1,0,64,1,1,0,1,0,0,0,1,1,1,1,0,102.10,6538.45,0
467,1,0,1,1,72,1,1,0,1,0,0,1,0,0,1,0,1,89.70,6588.95,0
468,0,0,0,1,44,1,0,0,0,1,0,0,0,0,0,0,0,19.90,868.10,0
469,0,0,1,1,13,1,0,1,0,0,0,0,0,0,0,1,0,55.95,734.35,1
470,0,1,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,20.65,330.60,0
471,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,55.00,55.00,1
472,1,0,1,0,9,1,0,1,0,0,0,0,1,0,1,1,1,70.05,564.40,0
473,1,0,1,0,24,1,0,1,0,0,1,0,0,1,0,0,0,53.60,1315.35,0
474,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,74.70,74.70,1
475,1,0,0,0,24,1,1,0,1,0,0,1,0,0,0,0,1,80.25,1861.50,1
476,1,1,1,1,35,1,0,1,0,0,0,1,0,1,1,1,1,76.05,2747.20,0
477,0,0,1,1,7,1,0,1,0,0,1,1,1,1,1,0,1,75.70,554.05,0
478,1,0,0,0,5,1,0,0,1,0,0,0,0,1,1,1,1,96.10,453.40,1
479,0,0,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,69.00,994.80,1
480,1,0,1,1,11,1,0,0,0,1,0,0,0,0,0,0,0,19.65,225.75,0
481,0,0,1,0,48,0,0,1,0,0,1,0,1,0,0,1,1,45.30,2145.00,1
482,0,1,0,0,20,1,0,0,1,0,0,0,0,0,0,1,1,81.45,1671.60,0
483,0,0,1,0,72,1,1,0,1,0,0,1,1,1,1,1,1,108.50,8003.80,0
484,0,0,1,1,8,1,0,0,1,0,0,1,0,0,1,0,1,83.55,680.05,1
485,1,0,1,1,72,1,1,0,1,0,0,0,0,0,0,1,1,84.50,6130.85,0
486,0,0,0,0,15,1,1,0,1,0,0,1,0,0,1,1,1,100.15,1415.00,0
487,1,0,0,0,72,1,1,1,0,0,0,1,1,1,1,1,1,88.60,6201.95,0
488,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,52.55,0.00,0
489,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,74.35,74.35,1
490,1,0,1,1,63,1,1,0,1,0,0,1,1,0,1,1,1,104.80,6597.25,0
491,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,59.00,114.15,0
492,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,74.40,139.40,1
493,1,1,1,0,61,1,1,1,0,0,0,1,0,0,0,1,0,64.05,3902.60,0
494,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,20.40,20.40,0
495,1,0,0,0,22,0,0,1,0,0,0,1,1,0,0,1,1,43.75,903.60,1
496,1,0,1,0,28,1,0,1,0,0,1,1,0,1,0,0,0,60.90,1785.65,0
497,0,0,1,0,70,1,0,0,0,1,0,0,0,0,0,0,0,19.80,1397.65,0
498,0,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,28.45,131.05,1
499,0,0,0,0,12,1,1,0,1,0,1,1,1,0,0,1,1,99.70,1238.45,1
500,1,0,0,0,34,1,1,0,1,0,1,1,1,1,1,1,0,116.25,3899.05,0
501,0,1,1,0,71,1,1,0,1,0,1,0,0,0,0,0,1,80.70,5676.00,0
502,0,0,1,1,70,1,1,1,0,0,1,0,0,0,0,1,0,65.20,4543.15,0
503,0,0,1,1,52,1,0,0,1,0,1,0,1,1,0,0,1,84.05,4326.80,0
504,1,0,0,1,69,1,1,1,0,0,1,1,1,1,1,0,1,79.45,5502.55,0
505,0,1,0,0,20,1,1,0,1,0,0,1,1,0,0,1,1,94.10,1782.40,1
506,1,0,0,1,11,1,1,0,1,0,0,0,1,0,0,0,1,78.00,851.80,0
507,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,94.20,167.50,1
508,0,0,1,1,6,1,1,0,1,0,0,0,0,1,0,0,1,80.50,502.85,1
509,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.85,19.85,0
510,1,1,1,1,20,1,0,0,1,0,1,0,1,1,0,1,0,94.30,1818.30,0
511,1,0,0,0,61,1,1,0,1,0,1,0,1,0,1,1,1,106.45,6300.15,0
512,0,1,1,0,5,1,1,0,1,0,0,0,0,0,0,0,1,74.35,334.80,1
513,0,0,0,0,56,1,1,0,1,0,0,1,0,1,1,1,1,105.45,5916.95,0
514,1,0,0,0,30,1,1,0,1,0,1,1,1,1,0,0,1,95.00,2852.40,0
515,1,0,0,0,40,1,1,0,1,0,0,0,1,1,1,1,0,104.80,4131.95,1
516,0,0,0,0,28,1,0,1,0,0,1,0,0,1,0,0,0,54.30,1546.30,0
517,0,1,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,70.05,302.60,0
518,0,1,1,0,27,1,0,0,1,0,1,0,0,0,0,0,1,75.20,1929.35,1
519,1,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,20.05,265.45,0
520,1,0,1,1,67,1,1,0,1,0,0,1,1,0,1,1,1,105.40,6989.45,0
521,1,1,1,0,29,1,1,1,0,0,0,0,0,0,0,0,1,51.60,1442.00,0
522,1,0,1,1,55,1,1,0,1,0,0,0,0,0,0,1,0,85.50,4713.40,0
523,0,0,0,0,23,1,1,0,1,0,0,0,0,0,0,0,0,75.60,1758.60,1
524,1,0,1,0,34,1,1,0,1,0,0,0,1,0,1,1,1,100.05,3480.00,1
525,1,0,0,0,52,1,0,0,1,0,1,0,1,0,1,0,0,91.25,4738.30,0
526,1,1,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,115.75,8399.15,0
527,1,0,1,1,58,1,1,0,1,0,0,1,0,1,1,0,1,94.70,5430.35,0
528,1,0,1,1,35,1,0,0,0,1,0,0,0,0,0,0,0,19.60,686.95,0
529,0,1,0,0,56,1,1,0,1,0,0,1,1,1,1,0,1,99.90,5706.30,0
530,0,0,1,1,24,1,0,0,0,1,0,0,0,0,0,0,1,21.10,490.65,0
531,1,0,1,1,70,1,0,0,0,1,0,0,0,0,0,0,0,20.05,1360.25,0
532,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,79.95,174.45,0
533,1,1,1,1,68,1,1,0,1,0,0,0,1,1,1,1,1,107.15,7379.80,0
534,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,85.00,85.00,1
535,1,0,0,0,12,1,1,0,1,0,0,0,1,0,1,0,1,89.55,1021.75,0
536,0,0,1,0,63,1,1,0,1,0,0,1,0,0,0,0,1,81.55,5029.05,0
537,0,0,1,1,33,1,0,1,0,0,1,1,1,0,0,0,1,58.45,1955.40,0
538,0,0,1,0,69,1,0,0,1,0,0,1,0,0,1,1,1,95.65,6744.20,0
539,0,0,1,1,60,1,0,1,0,0,0,1,1,1,1,1,1,80.60,4946.70,0
540,0,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,113.10,8248.50,0
541,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,1,1,58.95,601.60,0
542,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.55,19.55,0
543,1,0,0,0,10,1,1,0,1,0,0,0,0,0,1,0,1,86.05,834.10,1
544,1,0,0,0,13,0,0,1,0,0,1,0,0,1,1,0,1,45.55,597.00,1
545,1,0,1,1,34,1,0,0,1,0,0,0,0,0,0,1,1,78.95,2647.20,0
546,1,0,1,1,39,1,0,0,1,0,0,1,0,0,1,0,1,86.30,3266.00,1
547,0,0,0,0,65,1,1,0,1,0,0,1,0,1,1,1,1,105.05,6744.25,0
548,1,1,1,0,50,1,1,0,1,0,1,1,1,0,1,0,1,101.90,5265.50,0
549,1,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,19.75,311.60,0
550,1,0,1,1,72,1,1,0,1,0,1,1,1,0,1,1,1,110.30,7966.90,0
551,0,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,115.60,8220.40,0
552,1,0,1,1,55,1,0,0,0,1,0,0,0,0,0,0,0,19.35,1153.25,0
553,0,0,1,1,23,1,1,0,0,1,0,0,0,0,0,0,1,25.60,514.75,0
554,1,0,0,0,32,1,1,0,1,0,0,1,0,0,0,0,1,80.35,2596.15,1
555,0,0,1,1,56,1,1,1,0,0,1,0,1,0,0,1,1,68.75,3808.00,0
556,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.90,19.90,0
557,1,0,0,0,38,1,0,1,0,0,1,1,0,1,1,0,0,70.60,2708.20,0
558,1,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,70.20,760.05,0
559,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,49.30,49.30,0
560,1,0,1,0,56,1,1,0,1,0,0,1,0,1,1,1,1,107.25,6033.30,0
561,1,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,23.60,89.05,0
562,1,0,1,1,7,1,0,1,0,0,1,0,0,0,1,1,0,69.70,516.15,0
563,1,0,1,1,59,1,1,0,1,0,0,0,1,0,1,1,1,99.50,5861.75,0
564,1,0,0,0,7,1,0,1,0,0,0,0,1,1,1,0,0,64.30,445.95,0
565,1,0,1,1,71,1,0,1,0,0,1,0,1,1,0,1,1,70.85,4973.40,0
566,1,0,1,1,15,1,0,0,1,0,1,0,0,1,1,1,0,101.90,1667.25,0
567,1,0,1,0,71,1,1,1,0,0,1,1,0,1,1,0,0,73.50,5357.75,0
568,0,0,0,0,35,1,1,0,1,0,0,0,1,0,1,1,1,100.25,3527.60,1
569,0,0,0,0,11,0,0,1,0,0,0,1,1,1,0,0,1,40.40,422.60,0
570,0,0,1,1,60,1,0,0,0,1,0,0,0,0,0,0,1,19.25,1103.25,0
571,1,1,0,0,47,1,1,1,0,0,0,1,0,1,0,0,0,59.60,2754.00,0
572,0,0,0,0,11,1,0,1,0,0,0,0,1,1,0,1,0,64.90,697.25,0
573,1,0,1,0,56,1,1,0,1,0,0,1,0,0,1,1,0,100.30,5614.45,1
574,0,1,1,0,28,1,1,0,1,0,0,1,1,1,1,1,1,110.85,3204.40,0
575,1,0,1,0,61,1,0,1,0,0,1,1,0,1,1,1,1,81.05,4747.65,0
576,1,0,1,1,31,1,1,0,1,0,1,0,1,0,1,0,0,98.05,3082.10,0
577,1,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,70.50,597.90,0
578,1,1,1,0,35,1,1,0,1,0,1,1,0,0,0,1,1,94.55,3365.40,0
579,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,19.65,38.80,0
580,0,0,1,1,12,1,0,0,0,1,0,0,0,0,0,0,0,19.00,233.55,1
581,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,75.30,75.30,1
582,0,1,0,0,4,1,1,0,1,0,0,0,1,0,1,0,1,89.20,346.20,1
583,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,19.00,19.00,0
584,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,20.00,61.70,0
585,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,85.70,85.70,1
586,1,0,0,0,52,1,0,1,0,0,1,1,0,0,1,0,1,63.25,3342.45,0
587,1,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,20.10,85.10,0
588,1,0,1,0,72,1,1,0,1,0,1,1,1,0,0,1,1,99.15,7422.10,0
589,1,0,1,1,71,1,1,1,0,0,1,1,1,1,1,1,0,90.40,6668.05,0
590,1,0,1,0,72,1,1,0,1,0,1,0,1,1,1,1,1,111.90,8071.05,0
